|time|dt|roll|pitch|yaw|r_rate|p_rate|y_rate|x_acc|y_acc|z_acc
|1.5020370483398438e-05|1.5020370483398438e-05|0.019385471611237177|0.004086594945980011|5.053698259871453e-07|0.0618743896484375|-0.0246429443359375|0.0336456298828125|0.14031349283095462|0.6664890909470345|9.799008638761764
|0.1510319709777832|0.1510169506072998|3.755055818932569|0.657593640571221|0.006233733693079557|0.0008392333984375|-0.0399017333984375|0.0412750244140625|0.11467929702529946|0.6556957453446534|9.796310302361169
|0.20494699478149414|0.05391502380371094|3.91670797198454|0.7003921810161022|0.006402382678061258|0.0084686279296875|0.0440216064453125|0.0031280517578125|0.12007596982649002|0.6718857637482251|9.790913629559977
|0.2240009307861328|0.019053936004638672|3.7798050328165234|0.7481539557198389|0.005880504395463504|0.0313568115234375|-0.0475311279296875|-0.0273895263671875|0.1295201472285735|0.6449023997422723|9.817896993565931
|0.2363889217376709|0.012387990951538086|3.7993905197828104|0.6549856139046993|0.005824741801916389|0.0084686279296875|0.0440216064453125|-0.0045013427734375|0.10793345602381126|0.6502990725434628|9.780120283957597
|0.24773287773132324|0.011343955993652344|3.7160397920966775|0.7058194853690749|0.005427488704299321|0.0237274169921875|0.0135040283203125|-0.0350189208984375|0.1227743062270853|0.6314107177392958|9.780120283957597
|0.25485897064208984|0.0071260929107666016|3.8013474734076294|0.6599481224607144|0.00544977949175518|0.0313568115234375|0.0592803955078125|0.0031280517578125|0.10928262422410889|0.6556957453446534|9.776072779356705
|0.27047300338745117|0.015614032745361328|3.8827019310041613|0.7218034030665228|0.005975123458483722|-0.0067901611328125|0.0592803955078125|0.0336456298828125|0.12547264262768057|0.6678382591473321|9.800357806962062
|0.2810239791870117|0.010550975799560547|3.693524038554116|0.6020042275644777|0.006008127456880175|0.0160980224609375|-0.0093841552734375|0.0031280517578125|0.09714011042143013|0.62331570853751|9.799008638761764
|0.29268884658813477|0.011664867401123047|3.806487086865242|0.6145715547726153|0.005599636388069484|-0.0296783447265625|0.0135040283203125|-0.0350189208984375|0.10523511962321597|0.6543465771443557|9.759882760953133
|0.299393892288208|0.006705045700073242|3.8102374221311988|0.4896524929490662|0.005415988362074131|-0.0220489501953125|-0.0170135498046875|-0.0273895263671875|0.07420425101637024|0.6529974089440581|9.800357806962062
|0.313323974609375|0.013930082321166992|3.808569700155622|0.7286465000971408|0.005247006192803383|-0.0373077392578125|0.0135040283203125|-0.0121307373046875|0.13356765182946642|0.6529974089440581|9.809801984364144
|0.31948184967041016|0.006157875061035156|3.9531038264792517|0.7742928123107967|0.005219287486397661|0.0389862060546875|0.0135040283203125|-0.0045013427734375|0.1362659882300617|0.6894249503520944|9.80170697516236
|0.33205080032348633|0.012568950653076172|3.9395462292046384|0.5640134615837465|0.004683242914325092|0.0237274169921875|0.0974273681640625|-0.0426483154296875|0.08769593301934664|0.6732349319485227|9.78416778855849
|0.33913397789001465|0.00708317756652832|3.8551241023592677|0.6861684658052517|0.004543278391793137|0.0084686279296875|-0.0246429443359375|-0.0197601318359375|0.12547264262768057|0.6502990725434628|9.740994406148966
|0.3542919158935547|0.015157938003540039|3.9026208497805386|0.7067751068774688|0.004243755538482219|-0.0296783447265625|-0.0246429443359375|-0.0197601318359375|0.12142513802678766|0.6691874273476297|9.785516956758787
|0.36337780952453613|0.009085893630981445|3.9179450758290018|0.6984497008512164|0.004202856816846179|-0.0678253173828125|-0.0017547607421875|-0.0045013427734375|0.11872680162619238|0.6705365955479274|9.777421947557002
|0.3730928897857666|0.009715080261230469|3.9103365125776923|0.6781955959575935|0.0038626451896561775|-0.0067901611328125|-0.0475311279296875|-0.0350189208984375|0.11467929702529946|0.6678382591473321|9.776072779356705
|0.3836669921875|0.010574102401733398|3.856153508547857|0.5796284638114663|0.004460439522517845|0.0084686279296875|-0.0246429443359375|0.0565338134765625|0.09444177402083484|0.6583940817452486|9.80710364796355
|0.3972477912902832|0.013580799102783203|3.9022651679520615|0.6961750656528891|0.004399307690619025|-0.0220489501953125|0.0363922119140625|-0.0045013427734375|0.1227743062270853|0.6664890909470345|9.745041910749858
|0.4060838222503662|0.008836030960083008|3.763747492139168|0.6800098132603991|0.004494360819080612|0.0313568115234375|0.0058746337890625|0.0107574462890625|0.11467929702529946|0.6327598859395934|9.740994406148966
|0.41459083557128906|0.008507013320922852|3.866378970051805|0.6325014746101669|0.004456067836144939|-0.0220489501953125|-0.0475311279296875|-0.0045013427734375|0.10523511962321597|0.6678382591473321|9.78956446135968
|0.4268059730529785|0.012215137481689453|3.940224145760088|0.7663598151163551|0.00505344203702407|-0.0449371337890625|-0.0017547607421875|0.0489044189453125|0.1362659882300617|0.6759332683491179|9.767977770154918
|0.43520498275756836|0.008399009704589844|3.766300619068349|0.6600368104987041|0.0051437939328025095|-0.0373077392578125|-0.0322723388671875|0.0107574462890625|0.1065842878235136|0.6354582223401888|9.815198657165336
|0.44906187057495117|0.013856887817382812|3.860194943999459|0.5524906543268404|0.005398578323365655|-0.0449371337890625|-0.0170135498046875|0.0183868408203125|0.09039426941994193|0.6637907545464392|9.785516956758787
